Retailer,License Number,Order #,Order Date,Fulfillment Status,Brand,Product,Units,Unit Price,Net Sales,Payment Terms,Sales Rep,Market
Indoor Treez Corp.,OCM-CAURD-24-000120,929693,2026-06-03,Delivered,Dragonfly,Dragonfly | 100mg Gummy Clusters (25ct) | Strawberry,24,6.00,144.00,Net 15,S. Lindqvist,New York
Indoor Treez Corp.,OCM-CAURD-24-000120,929693,2026-06-03,Delivered,Dragonfly,Dragonfly | Flower | 28g | Nappa,10,80.00,800.00,COD,S. Lindqvist,New York
Indoor Treez Corp.,OCM-CAURD-24-000120,929693,2026-06-03,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Sutter,24,12.50,300.00,COD,A. Torres,New York
Indoor Treez Corp.,OCM-CAURD-24-000120,929693,2026-06-03,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Apple Tart,49,5.00,245.00,Net 30,A. Torres,New York
Indoor Treez Corp.,OCM-CAURD-24-000120,929693,2026-06-03,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,49,3.50,171.50,COD,A. Torres,New York
Indoor Treez Corp.,OCM-CAURD-24-000120,929693,2026-06-03,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Trop,24,12.00,288.00,Net 30,S. Lindqvist,New York
Indoor Treez Corp.,OCM-CAURD-24-000120,929693,2026-06-03,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Melon Gum,20,40.00,800.00,Net 15,S. Lindqvist,New York
Indoor Treez Corp.,OCM-CAURD-24-000120,929693,2026-06-03,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | GMO,49,3.50,171.50,Net 15,A. Torres,New York
Indoor Treez Corp.,OCM-CAURD-24-000120,929693,2026-06-03,Delivered,Dragonfly,Levitate | 100mg Live Resin Gummy (25ct) | Grape,25,7.50,187.50,COD,J. Brady,New York
Indoor Treez Corp.,OCM-CAURD-24-000120,929693,2026-06-03,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Lychee Dream,49,5.00,245.00,Net 30,M. Okafor,New York
Indoor Treez Corp.,OCM-CAURD-24-000120,929693,2026-06-03,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Sugar Cookie,20,40.00,800.00,COD,J. Brady,New York
Indoor Treez Corp.,OCM-CAURD-24-000120,929693,2026-06-03,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Blue Nerds,24,12.50,300.00,Net 30,J. Brady,New York
Indoor Treez Corp.,OCM-CAURD-24-000120,929693,2026-06-03,Delivered,Dragonfly,Levitate | 100mg Live Resin Gummy (25ct) | Pineapple,25,7.50,187.50,COD,M. Okafor,New York
Indoor Treez Corp.,OCM-CAURD-24-000120,929693,2026-06-03,Delivered,Dragonfly,Dragonfly | Flower | 28g | Tahiti Lime,9,80.00,720.00,Net 30,S. Lindqvist,New York
Indoor Treez Corp.,OCM-CAURD-24-000120,929693,2026-06-03,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Apple Fritter,49,5.00,245.00,COD,A. Torres,New York
The THC Shop Rosedale,OCM-RETL-24-000027,929677,2026-06-03,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Zlushi,100,3.50,350.00,Net 30,S. Lindqvist,New York
The THC Shop Rosedale,OCM-RETL-24-000027,929677,2026-06-03,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Sutter,50,3.50,175.00,Net 30,M. Okafor,New York
The THC Shop Rosedale,OCM-RETL-24-000027,929677,2026-06-03,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Trop,25,12.00,300.00,Net 30,A. Torres,New York
The THC Shop Rosedale,OCM-RETL-24-000027,929677,2026-06-03,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,150,3.50,525.00,Net 30,S. Lindqvist,New York
The THC Shop Rosedale,OCM-RETL-24-000027,929677,2026-06-03,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Nerds,100,3.50,350.00,Net 15,M. Okafor,New York
The THC Shop Rosedale,OCM-RETL-24-000027,929677,2026-06-03,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Berry White,100,3.50,350.00,Net 30,S. Lindqvist,New York
Silver Cannabis Company Lake George,OCM-RETL-24-000221,929552,2026-06-02,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Melon Gum,20,40.00,800.00,Net 30,S. Lindqvist,New York
Silver Cannabis Company Lake George,OCM-RETL-24-000221,929552,2026-06-02,Delivered,Dragonfly,Dragonfly | 100mg Gummy Clusters (25ct) | Blue Razz,25,6.00,150.00,Net 30,A. Torres,New York
Silver Cannabis Company Lake George,OCM-RETL-24-000221,929552,2026-06-02,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Strawberry Kiwi,20,40.00,800.00,Net 30,M. Okafor,New York
Silver Cannabis Company Lake George,OCM-RETL-24-000221,929552,2026-06-02,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Apple Tart,50,5.00,250.00,Net 15,S. Lindqvist,New York
Silver Cannabis Company Lake George,OCM-RETL-24-000221,929552,2026-06-02,Delivered,Dragonfly,Dragonfly | 28g Preroll Multipack | Blue Dream,20,80.00,1600.00,Net 30,S. Lindqvist,New York
Silver Cannabis Company Lake George,OCM-RETL-24-000221,929552,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Forbidden Fruit,25,15.00,375.00,Net 15,J. Brady,New York
Silver Cannabis Company Lake George,OCM-RETL-24-000221,929552,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Electric Watermelon OG,25,15.00,375.00,Net 30,S. Lindqvist,New York
Silver Cannabis Company Lake George,OCM-RETL-24-000221,929552,2026-06-02,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Lychee Dream,50,5.00,250.00,Net 15,M. Okafor,New York
Silver Cannabis Company Lake George,OCM-RETL-24-000221,929552,2026-06-02,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Pandora's Box,25,12.50,312.50,COD,A. Torres,New York
Silver Cannabis Company Lake George,OCM-RETL-24-000221,929552,2026-06-02,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Melon Gum,50,5.00,250.00,Net 15,M. Okafor,New York
Silver Cannabis Company Lake George,OCM-RETL-24-000221,929552,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Lychee Dream,25,15.00,375.00,Net 30,S. Lindqvist,New York
Silver Cannabis Company Lake George,OCM-RETL-24-000221,929552,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Banana Bash,25,15.00,375.00,Net 30,S. Lindqvist,New York
Silver Cannabis Company Lake George,OCM-RETL-24-000221,929552,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Tahiti Breeze,25,15.00,375.00,COD,M. Okafor,New York
Silver Cannabis Company Lake George,OCM-RETL-24-000221,929552,2026-06-02,Delivered,Dragonfly,Dragonfly | 100mg Gummy (25ct) | Grape,25,5.00,125.00,Net 30,A. Torres,New York
Silver Cannabis Company Saratoga Springs,OCM-RETL-24-000101,929538,2026-06-02,Delivered,Dragonfly,Dragonfly | 100mg Gummy (25ct) | Grape,25,5.00,125.00,Net 30,M. Okafor,New York
Silver Cannabis Company Saratoga Springs,OCM-RETL-24-000101,929538,2026-06-02,Delivered,Dragonfly,Dragonfly | 28g Preroll Multipack | Blue Dream,20,80.00,1600.00,Net 15,S. Lindqvist,New York
Silver Cannabis Company Saratoga Springs,OCM-RETL-24-000101,929538,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Banana Bash,25,15.00,375.00,Net 30,M. Okafor,New York
Silver Cannabis Company Saratoga Springs,OCM-RETL-24-000101,929538,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Electric Watermelon OG,25,15.00,375.00,Net 30,A. Torres,New York
Silver Cannabis Company Saratoga Springs,OCM-RETL-24-000101,929538,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Forbidden Fruit,25,15.00,375.00,Net 30,J. Brady,New York
Silver Cannabis Company Saratoga Springs,OCM-RETL-24-000101,929538,2026-06-02,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Lychee Dream,50,5.00,250.00,Net 30,A. Torres,New York
Silver Cannabis Company Saratoga Springs,OCM-RETL-24-000101,929538,2026-06-02,Delivered,Dragonfly,Dragonfly | 100mg Gummy Clusters (25ct) | Blue Razz,25,6.00,150.00,COD,A. Torres,New York
Silver Cannabis Company Saratoga Springs,OCM-RETL-24-000101,929538,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Lychee Dream,25,15.00,375.00,Net 30,M. Okafor,New York
Silver Cannabis Company Saratoga Springs,OCM-RETL-24-000101,929538,2026-06-02,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Melon Gum,50,5.00,250.00,COD,S. Lindqvist,New York
Silver Cannabis Company Saratoga Springs,OCM-RETL-24-000101,929538,2026-06-02,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Apple Tart,50,5.00,250.00,Net 15,A. Torres,New York
Silver Cannabis Company Saratoga Springs,OCM-RETL-24-000101,929538,2026-06-02,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Strawberry Kiwi,20,40.00,800.00,Net 30,M. Okafor,New York
Silver Cannabis Company Saratoga Springs,OCM-RETL-24-000101,929538,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Tahiti Breeze,25,15.00,375.00,COD,A. Torres,New York
Silver Cannabis Company Saratoga Springs,OCM-RETL-24-000101,929538,2026-06-02,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Pandora's Box,25,12.50,312.50,Net 15,M. Okafor,New York
Silver Cannabis Company Saratoga Springs,OCM-RETL-24-000101,929538,2026-06-02,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Melon Gum,20,40.00,800.00,Net 30,S. Lindqvist,New York
Flynnstoned Syracuse,OCM-CAURD-23-000010,929536,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Secret Weapon,50,3.50,175.00,Net 15,J. Brady,New York
Flynnstoned Syracuse,OCM-CAURD-23-000010,929536,2026-06-02,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Tahiti Lime,25,12.50,312.50,Net 30,S. Lindqvist,New York
Flynnstoned Syracuse,OCM-CAURD-23-000010,929536,2026-06-02,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Blue Nerds,25,12.50,312.50,Net 15,S. Lindqvist,New York
Flynnstoned Syracuse,OCM-CAURD-23-000010,929536,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Nerds,50,3.50,175.00,Net 30,M. Okafor,New York
Flynnstoned Syracuse,OCM-CAURD-23-000010,929536,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Sutter,50,3.50,175.00,Net 30,J. Brady,New York
Flynnstoned Syracuse,OCM-CAURD-23-000010,929536,2026-06-02,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Pandora's Box,25,12.50,312.50,Net 15,S. Lindqvist,New York
Flynnstoned Syracuse,OCM-CAURD-23-000010,929536,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,50,3.50,175.00,Net 30,S. Lindqvist,New York
Flynnstoned Syracuse,OCM-CAURD-23-000010,929536,2026-06-02,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Sutter,25,12.50,312.50,Net 30,A. Torres,New York
Flynnstoned Syracuse,OCM-CAURD-23-000010,929536,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Zlushi,50,3.50,175.00,COD,S. Lindqvist,New York
Elevation Headquarters,OCM-CAURD-24-000205,929444,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Blackberry Kush,25,12.50,312.50,COD,S. Lindqvist,New York
Elevation Headquarters,OCM-CAURD-24-000205,929444,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Strawberry Kiwi,25,15.00,375.00,COD,A. Torres,New York
Elevation Headquarters,OCM-CAURD-24-000205,929444,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Orange Creamsicle,25,12.50,312.50,COD,S. Lindqvist,New York
Elevation Headquarters,OCM-CAURD-24-000205,929444,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Watermelon Skittlez,25,15.00,375.00,Net 30,M. Okafor,New York
Elevation Headquarters,OCM-CAURD-24-000205,929444,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Strawberry Cough,25,12.50,312.50,Net 30,M. Okafor,New York
Elevation Headquarters,OCM-CAURD-24-000205,929444,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Banana Bash,25,15.00,375.00,Net 30,M. Okafor,New York
Elevation Headquarters,OCM-CAURD-24-000205,929444,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Mystery OG,25,15.00,375.00,Net 30,S. Lindqvist,New York
Elevation Headquarters,OCM-CAURD-24-000205,929444,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Tahiti Breeze,25,15.00,375.00,Net 30,M. Okafor,New York
Elevation Headquarters,OCM-CAURD-24-000205,929444,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Lychee Dream,25,15.00,375.00,Net 30,A. Torres,New York
Elevation Headquarters,OCM-CAURD-24-000205,929444,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Unicorn Piss,25,12.50,312.50,COD,M. Okafor,New York
Elevation Headquarters,OCM-CAURD-24-000205,929444,2026-06-02,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Trop,25,12.00,300.00,Net 30,A. Torres,New York
Elevation Headquarters,OCM-CAURD-24-000205,929444,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Forbidden Fruit,25,12.50,312.50,Net 30,S. Lindqvist,New York
Electric City Cannabis Co LLC,OCM-RETL-24-000130,929401,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Electric Watermelon OG,25,15.00,375.00,Net 30,M. Okafor,New York
Electric City Cannabis Co LLC,OCM-RETL-24-000130,929401,2026-06-02,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Pandora's Box,25,12.50,312.50,Net 30,M. Okafor,New York
Electric City Cannabis Co LLC,OCM-RETL-24-000130,929401,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,100,3.50,350.00,Net 15,M. Okafor,New York
Electric City Cannabis Co LLC,OCM-RETL-24-000130,929401,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Sutter,100,3.50,350.00,Net 15,A. Torres,New York
Electric City Cannabis Co LLC,OCM-RETL-24-000130,929401,2026-06-02,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Berry White,25,12.50,312.50,COD,M. Okafor,New York
Electric City Cannabis Co LLC,OCM-RETL-24-000130,929401,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Blackberry Kush,50,12.50,625.00,COD,S. Lindqvist,New York
Electric City Cannabis Co LLC,OCM-RETL-24-000130,929401,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Unicorn Piss,50,12.50,625.00,Net 30,M. Okafor,New York
The Herb Cave,OCM-RETL-24-000208,929386,2026-06-02,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Tahiti Lime,25,12.50,312.50,Net 30,M. Okafor,New York
The Herb Cave,OCM-RETL-24-000208,929386,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Berry White,50,3.50,175.00,Net 15,J. Brady,New York
The Herb Cave,OCM-RETL-24-000208,929386,2026-06-02,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Melon Gum,100,5.00,500.00,Net 30,A. Torres,New York
The Herb Cave,OCM-RETL-24-000208,929386,2026-06-02,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Sugar Cookie,50,5.00,250.00,Net 15,S. Lindqvist,New York
The Herb Cave,OCM-RETL-24-000208,929386,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Blackberry Kush,100,12.50,1250.00,Net 15,S. Lindqvist,New York
The Herb Cave,OCM-RETL-24-000208,929386,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Nerds,50,3.50,175.00,Net 30,M. Okafor,New York
The Herb Cave,OCM-RETL-24-000208,929386,2026-06-02,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Trop,50,12.00,600.00,Net 30,M. Okafor,New York
The Herb Cave,OCM-RETL-24-000208,929386,2026-06-02,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Lychee Dream,100,5.00,500.00,Net 30,J. Brady,New York
The Herb Cave,OCM-RETL-24-000208,929386,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Forbidden Fruit,100,12.50,1250.00,Net 15,M. Okafor,New York
The Herb Cave,OCM-RETL-24-000208,929386,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Tahiti Breeze,50,15.00,750.00,Net 15,A. Torres,New York
The Herb Cave,OCM-RETL-24-000208,929386,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Banana Bash,50,15.00,750.00,Net 30,J. Brady,New York
The Herb Cave,OCM-RETL-24-000208,929386,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,100,3.50,350.00,Net 15,J. Brady,New York
The Herb Cave,OCM-RETL-24-000208,929386,2026-06-02,Delivered,Dragonfly,Dragonfly | Flower | 28g | Nappa,10,80.00,800.00,Net 30,J. Brady,New York
The Herb Cave,OCM-RETL-24-000208,929386,2026-06-02,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Sutter,25,12.50,312.50,COD,M. Okafor,New York
The Herb Cave,OCM-RETL-24-000208,929386,2026-06-02,Delivered,Dragonfly,Dragonfly | Flower | 28g | Blue Dream,10,80.00,800.00,Net 30,A. Torres,New York
The Herb Cave,OCM-RETL-24-000208,929386,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Unicorn Piss,150,12.50,1875.00,Net 30,M. Okafor,New York
The Herb Cave,OCM-RETL-24-000208,929386,2026-06-02,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Pandora's Box,25,12.50,312.50,Net 15,S. Lindqvist,New York
Ganja Palace Dispensary,OCM-RETL-24-000089,929358,2026-06-02,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Passion Orange Guava,50,5.00,250.00,Net 30,S. Lindqvist,New York
Ganja Palace Dispensary,OCM-RETL-24-000089,929358,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Unicorn Piss,50,12.50,625.00,Net 30,J. Brady,New York
Ganja Palace Dispensary,OCM-RETL-24-000089,929358,2026-06-02,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Trop,75,12.00,900.00,Net 30,A. Torres,New York
Ganja Palace Dispensary,OCM-RETL-24-000089,929358,2026-06-02,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,100,3.50,350.00,Net 30,S. Lindqvist,New York
Herbwell Bronx,OCM-RETL-24-000154,929147,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Banana Bash,25,15.00,375.00,COD,S. Lindqvist,New York
Herbwell Bronx,OCM-RETL-24-000154,929147,2026-06-01,Delivered,Dragonfly,Dragonfly | 100mg Gummy Clusters (25ct) | Blue Razz,25,6.00,150.00,Net 15,A. Torres,New York
Herbwell Bronx,OCM-RETL-24-000154,929147,2026-06-01,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Mango Tango,50,5.00,250.00,Net 15,A. Torres,New York
Herbwell Bronx,OCM-RETL-24-000154,929147,2026-06-01,Delivered,Dragonfly,Dragonfly | 100mg Gummy Clusters (25ct) | Strawberry,25,6.00,150.00,COD,S. Lindqvist,New York
Herbwell Bronx,OCM-RETL-24-000154,929147,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Lemon Drop,50,12.50,625.00,Net 15,J. Brady,New York
Herbwell Bronx,OCM-RETL-24-000154,929147,2026-06-01,Delivered,Dragonfly,Dragonfly | 100mg Gummy (25ct) | Grape,25,5.00,125.00,Net 30,A. Torres,New York
Herbwell Bronx,OCM-RETL-24-000154,929147,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Strawberry Cough,50,12.50,625.00,COD,M. Okafor,New York
Herbwell Bronx,OCM-RETL-24-000154,929147,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Lychee Dream,25,15.00,375.00,Net 30,S. Lindqvist,New York
Herbwell Bronx,OCM-RETL-24-000154,929147,2026-06-01,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Trop,25,12.00,300.00,Net 30,S. Lindqvist,New York
Herbwell Manhattan,OCM-RETL-24-000260,929143,2026-06-01,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Strawberry Cream Cake,50,5.00,250.00,Net 15,S. Lindqvist,New York
Herbwell Manhattan,OCM-RETL-24-000260,929143,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Lychee Dream,25,15.00,375.00,Net 15,M. Okafor,New York
Herbwell Manhattan,OCM-RETL-24-000260,929143,2026-06-01,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Mango Tango,50,5.00,250.00,Net 15,J. Brady,New York
Herbwell Manhattan,OCM-RETL-24-000260,929143,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Banana Bash,25,15.00,375.00,Net 30,A. Torres,New York
Herbwell Manhattan,OCM-RETL-24-000260,929143,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g Vape Cart (50ct) | Lemon Drop,50,12.50,625.00,Net 15,A. Torres,New York
Cannabicity Albany,OCM-CAURD-25-000313,929136,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Strawberry Kiwi,25,15.00,375.00,Net 30,M. Okafor,New York
Cannabicity Albany,OCM-CAURD-25-000313,929136,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Mystery OG,25,15.00,375.00,Net 30,S. Lindqvist,New York
Cannabicity Albany,OCM-CAURD-25-000313,929136,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,100,3.50,350.00,Net 30,S. Lindqvist,New York
Cannabicity Albany,OCM-CAURD-25-000313,929136,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Banana Bash,25,15.00,375.00,Net 30,M. Okafor,New York
Cannabicity Albany,OCM-CAURD-25-000313,929136,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Watermelon Skittlez,25,15.00,375.00,COD,J. Brady,New York
Cannabicity Albany,OCM-CAURD-25-000313,929136,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Sutter,100,3.50,350.00,Net 30,J. Brady,New York
Cannabicity Schenectady,OCM-RETL-24-000239,929134,2026-06-01,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Passion Orange Guava,50,5.00,250.00,Net 30,S. Lindqvist,New York
Cannabicity Schenectady,OCM-RETL-24-000239,929134,2026-06-01,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Sugar Cookie,100,5.00,500.00,Net 15,J. Brady,New York
Cannabicity Schenectady,OCM-RETL-24-000239,929134,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,250,3.50,875.00,Net 15,A. Torres,New York
Cannabicity Schenectady,OCM-RETL-24-000239,929134,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Sutter,250,3.50,875.00,COD,M. Okafor,New York
Cannabicity Schenectady,OCM-RETL-24-000239,929134,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Watermelon Skittlez,25,15.00,375.00,Net 30,M. Okafor,New York
Cannabicity Schenectady,OCM-RETL-24-000239,929134,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Lychee Dream,25,15.00,375.00,COD,M. Okafor,New York
Cannabicity Schenectady,OCM-RETL-24-000239,929134,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Double Bubble OG,25,15.00,375.00,COD,J. Brady,New York
Cannabicity Schenectady,OCM-RETL-24-000239,929134,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Mystery OG,25,15.00,375.00,Net 30,J. Brady,New York
NYC Bud Long Island City,OCM-CAURD-24-000060,929130,2026-06-01,Delivered,Dragonfly,Dragonfly | Flower | 28g | Blue Nerds,10,80.00,800.00,Net 15,S. Lindqvist,New York
NYC Bud Long Island City,OCM-CAURD-24-000060,929130,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Watermelon Skittlez,25,15.00,375.00,Net 30,S. Lindqvist,New York
NYC Bud Long Island City,OCM-CAURD-24-000060,929130,2026-06-01,Delivered,Dragonfly,Dragonfly | 100mg Gummy Clusters (25ct) | Blue Razz,25,6.00,150.00,Net 30,A. Torres,New York
NYC Bud Long Island City,OCM-CAURD-24-000060,929130,2026-06-01,Delivered,Dragonfly,Dragonfly | 100mg Gummy Clusters (25ct) | Strawberry,50,6.00,300.00,COD,M. Okafor,New York
NYC Bud Long Island City,OCM-CAURD-24-000060,929130,2026-06-01,Delivered,Dragonfly,Naka | Flower | 3.5g | Zlushi,25,20.00,500.00,COD,A. Torres,New York
NYC Bud Long Island City,OCM-CAURD-24-000060,929130,2026-06-01,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Lychee Dream,50,5.00,250.00,Net 15,S. Lindqvist,New York
NYC Bud Long Island City,OCM-CAURD-24-000060,929130,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Sutter,50,3.50,175.00,Net 30,A. Torres,New York
NYC Bud Long Island City,OCM-CAURD-24-000060,929130,2026-06-01,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,50,3.50,175.00,Net 30,J. Brady,New York
NYC Bud Long Island City,OCM-CAURD-24-000060,929130,2026-06-01,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Trop,25,12.00,300.00,Net 15,M. Okafor,New York
NYC Bud Long Island City,OCM-CAURD-24-000060,929130,2026-06-01,Delivered,Dragonfly,Dragonfly | 100mg Gummy Clusters (25ct) | Pineapple,25,6.00,150.00,Net 15,S. Lindqvist,New York
NYC Bud Long Island City,OCM-CAURD-24-000060,929130,2026-06-01,Delivered,Dragonfly,Dragonfly | 100mg Gummy Clusters (25ct) | Green Apple,25,6.00,150.00,Net 30,J. Brady,New York
